gtype	start	end	strand	function	CCNA	CC	geneName	rpkM
CDS	578467	579972	+	sensory transduction protein kinase CenK	CCNA_00564	CC_0530	cenK	25.0664206855
tRNA	582032	582108	+	tRNA-Arg	CCNA_R0008	CC_t04		1006.51799717
CDS	589132	591768	+	phosphoenolpyruvate-protein phosphotransferase/phosphocarrier protein HPr/PTS system, glucose-specific IIA subunit	CCNA_00571	CC_0537		18.1915649175
CDS	591765	593513	+	PTS system, N-acetylglucosamine-specific IIBC component	CCNA_00572	CC_0538		9.69668372727
CDS	593829	596600	+	TonB-dependent receptor	CCNA_00573	CC_0539		13.1059420782
CDS	596740	599052	+	alpha-N-acetylglucosaminidase	CCNA_00574	CC_0540		7.61244920511
CDS	599049	600167	+	hypothetical protein	CCNA_00575	CC_0541		11.8568187148
CDS	600176	601420	+	oligopeptide-binding protein oppA	CCNA_00576	CC_0542	oppA	9.39924087463
CDS	601496	604033	+	family 67 glycosyl hydrolase protein	CCNA_00578	CC_0544		16.890529679
CDS	611200	611757	+	hypothetical protein	CCNA_00582	CC_0548		85.9481053029
CDS	613324	614379	+	hypothetical protein	CCNA_00585	CC_0551		10.1809768041
CDS	615934	617430	+	alpha/beta hydrolase family protein	CCNA_00587	CC_0553		6.94709925173
CDS	617604	617843	+	SapA domain protein	CCNA_00588	NA		3.12943151791
CDS	628523	631663	+	TonB-dependent receptor	CCNA_00597	CC_0562		2.9928075397
CDS	635047	635673	+	hypothetical protein	CCNA_03887	NA		184.935443676
CDS	635661	636890	+	hypothetical protein	CCNA_00600	CC_0565		48.7413267731
CDS	636877	637848	+	MoxR-like ATPase	CCNA_00601	CC_0566		64.9223063906
CDS	637845	639158	+	von Willebrand factor type A domain protein	CCNA_00602	CC_0567		34.9911837568
CDS	639155	640153	+	integral membrane protein	CCNA_00603	CC_0568		33.901416899
CDS	640131	641012	+	RDD family membrane protein	CCNA_00604	CC_0569		42.4021832507
CDS	642577	645570	+	TonB-dependent receptor	CCNA_00607	CC_0571		5.77475096508
CDS	645702	647285	+	endopygalactorunase	CCNA_00608	CC_0572		7.61326753685
CDS	647369	648415	+	PurR-family transcriptional regulator	CCNA_00609	CC_0573		41.8144579193
CDS	648428	651031	+	alpha-1,2-mannosidase	CCNA_00610	CC_0574		55.7512853702
CDS	651343	652815	+	beta-lactamase	CCNA_00611	CC_0575		90.6858717509
CDS	660731	661774	+	arginine N-succinyltransferase, beta chain	CCNA_00617	CC_0581		56.1023410793
CDS	661761	663179	+	succinylglutamic semialdehyde dehydrogenase	CCNA_00618	CC_0582		58.5591911535
CDS	663176	664456	+	succinylarginine dihydrolase	CCNA_00619	CC_0583		32.3865546301
CDS	664466	665644	+	acetylornithine aminotransferase/succinyldiaminopimelate aminotransferase	CCNA_00620	CC_0584		64.0938810103
CDS	666621	666806	+	hypothetical protein	CCNA_00622	NA		12.7977792564
CDS	666944	669151	+	PAS-family sensor histidine kinase	CCNA_00623	CC_0586		26.5554539
CDS	670498	670875	+	two-component receiver domain protein	CCNA_00625	CC_0588		191.916033231
CDS	674363	676249	+	methyl-accepting chemotaxis protein	CCNA_00629	CC_0593		12.0128185607
CDS	676286	678580	+	chemotaxis histidine kinase protein cheAII	CCNA_00630	CC_0594	cheAII	6.07279942881
CDS	678577	679029	+	chemotaxis protein cheW	CCNA_00631	CC_0595	cheW	4.67977368626
CDS	679026	679394	+	chemotaxis receiver domain protein CheYII	CCNA_00632	CC_0596		6.31138955487
CDS	679391	680467	+	receiver domain-glutamate methylesterase CheBII	CCNA_00633	CC_0597	cheBII	4.38384736852
CDS	680464	681294	+	chemotaxis protein methyltransferase	CCNA_00634	CC_0598		5.6779484161
CDS	682056	683531	+	CHASE2 membrane receptor	CCNA_00635	CC_0599		90.5015508733
CDS	683537	684388	+	hypothetical protein	CCNA_00636	CC_0600		445.435689727
CDS	693356	693502	+	hypothetical protein	CCNA_00643	CC_0607		4.38820877758
CDS	694013	695422	+	hypothetical protein	CCNA_00644	CC_0608		1.47128386395
CDS	695435	696727	+	nitrate binding protein nrtA	CCNA_00645	CC_0609	nrtA	4.0356339386
CDS	696739	697629	+	nitrate transport permease protein nrtB	CCNA_00646	CC_0610	nrtB	4.39486798377
CDS	697642	698427	+	nitrate transport ATP-binding protein nrtD	CCNA_00647	CC_0611	nrtD	3.51011094905
CDS	698432	699154	+	nitrate response regulator NasT	CCNA_00648	CC_0612	nasT	10.4426084515
CDS	699198	700292	+	ABC family transporter protein	CCNA_00649	CC_0613		4.81791401167
CDS	700527	701747	+	MFS superfamily nitrate/nitrite transporter NarK	CCNA_00650	CC_0614	narK	1.74367152024
CDS	701776	704244	+	nitrite reductase (NAD(P)H) catalytic subunit	CCNA_00651	CC_0615	nirB	5.13823879141
CDS	704241	704585	+	nitrite reductase (NAD(P)H) small subunit	CCNA_00652	CC_0616	nasE	2.41400748226
CDS	704586	707264	+	assimilatory nitrate reductase catalytic subunit	CCNA_00653	CC_0617	nasC	0.734794092635
CDS	707254	708039	+	uroporphyrin-III C-methyltransferase	CCNA_00654	CC_0618		4.30768829971
CDS	710696	712531	+	type I restriction-modification system methylation subunit	CCNA_00656	CC_0620		87.4416477946
CDS	712528	713880	+	type I restriction-modification system specificity subunit	CCNA_00657	CC_0621		162.978447666
CDS	713877	714920	+	5-methylcytosine-specific restriction enzyme MRR	CCNA_00658	CC_0622		100.087852857
CDS	714931	717825	+	type I restriction-modification system restriction subunit	CCNA_00659	CC_0623		52.8451822025
CDS	720528	721781	+	C4-dicarboxylate transport protein	CCNA_00664	CC_0628		52.7907420512
CDS	721949	723094	+	GAF-family sensor histidine kinase	CCNA_00665	CC_0629		34.8592561668
CDS	723091	723444	+	response regulator receiver domain protein	CCNA_00666	CC_0630		34.006261027
CDS	730781	731788	+	AraC-family transcriptional regulator	CCNA_00673	CC_0637		16.5064293005
CDS	735544	736479	+	transposase, IS116/IS110/IS902 family	CCNA_00679	CC_0642		6.62642240352
CDS	738076	738534	+	MarR-family transcriptional regulator	CCNA_00682	CC_0645		12.3514564654
CDS	741897	743330	+	peptidase family S41 protein	CCNA_00686	CC_0649		22.092713665
CDS	745305	747635	+	PAS-family hybrid histidine kinase/receiver protein	CCNA_00689	CC_0652		3.58714676836
CDS	749166	751250	+	PAS-family GGDEF/EAL protein	CCNA_00692	CC_0655		27.3246069691
CDS	756229	756804	+	O6-methylguanine-DNA methyltransferase	CCNA_00696	CC_0659		25.3582799242
CDS	758081	758380	+	LSU ribosomal protein L28P	CCNA_00699	CC_0661		2673.93771301
CDS	761611	761820	+	cold shock protein CspB	CCNA_00701	CC_0665	cspB	90.4939298382
CDS	761965	762324	+	hypothetical protein	CCNA_03888	NA		11.3399830273
CDS	762427	762633	+	hypothetical protein	CCNA_00703	CC_0667		9.31953191636
CDS	762676	762873	+	hypothetical protein	CCNA_00704	CC_0668		20.1439946681
CDS	767218	767400	+	hypothetical protein	CCNA_00709	CC_0673		9.10199542491
CDS	768833	769933	+	hypothetical protein	CCNA_00711	CC_0675		49.5917384516
CDS	774394	775635	+	type I secretion adaptor protein hlyD	CCNA_00719	CC_0683	hlyD	121.948830508
CDS	775596	777776	+	type I protein secretion ATP-binding protein/type I protein secretion transmembrane subunit/type I secretion processing peptidase	CCNA_00720	CC_0684		56.4761231293
CDS	780108	780302	+	glyoxalase family protein	CCNA_00723	CC_0687		188.775385113
CDS	780321	780749	+	hypothetical protein	CCNA_00724	CC_0688		103.575500182
CDS	783127	783723	+	ribosomal-protein-alanine acetyltransferase	CCNA_00727	CC_0691		229.697939911
CDS	783796	784959	+	hypothetical protein	CCNA_00728	CC_0692		45.6561891223
CDS	785054	786358	+	hypothetical protein	CCNA_00729	CC_0693		102.613328459
CDS	786434	787201	+	SkaA-family transcriptional regulator	CCNA_00730	CC_0694		18.3956628415
CDS	789387	790439	+	GumN superfamily protein	CCNA_00732	CC_0696		55.2460711585
CDS	790499	791437	+	GumN superfamily protein	CCNA_00733	CC_0697		55.9640273099
CDS	791491	792399	+	GumN superfamily protein	CCNA_00734	CC_0698		71.7973482497
CDS	800944	801510	+	NnrU family membrane protein	CCNA_00743	CC_0706		13.620157656
CDS	801752	802036	+	GIY-YIG endonuclease domain protein	CCNA_00744	CC_0707		22.7826865005
CDS	802082	802519	+	hypothetical protein	CCNA_03935	NA		25.7628409981
CDS	805164	805484	+	ferrous iron transport protein A	CCNA_00748	CC_0711		254.175503539
CDS	805489	807384	+	ferrous iron transport protein B	CCNA_00749	CC_0712		123.033683186
CDS	815435	816001	+	translation elongation factor P EF-P	CCNA_00758	CC_0721		887.500155344
CDS	823153	823443	+	hypothetical protein	CCNA_00765	CC_0728		235.597175598
CDS	824706	824840	+	hypothetical protein	CCNA_03936	NA		249.905857416
CDS	824776	825000	+	hypothetical protein	CCNA_00768	CC_0731		344.573964983
CDS	824997	825644	+	TetR family transcriptional regulator	CCNA_00769	CC_0732		287.546899001
CDS	825728	826336	+	TetR family transcriptional regulator	CCNA_00770	CC_0733		189.123486505
CDS	827458	828936	+	carboxypeptidase S	CCNA_00773	CC_0736		23.6033220617
CDS	829105	829290	+	hypothetical protein	CCNA_03937	NA		21.1342461511
CDS	829317	830426	+	ring hydroxylating diooxygenase	CCNA_00774	CC_0737		25.8075786643
CDS	840345	840746	+	TonB superfamily protein	CCNA_00779	CC_0742		90.447652393
CDS	841838	842194	+	two-component receiver protein CpdR	CCNA_00781	CC_0744	cpdR	320.3913515
tRNA	842304	842378	+	tRNA-Val	CCNA_R0015	CC_t06		756.67635115
CDS	846681	847904	+	peptidoglycan-associated outer membrane lipoprotein	CCNA_00784	CC_0747		35.7158000957
CDS	851554	852870	+	transporter, major facilitator superfamily	CCNA_00788	CC_0751		29.3995017683
CDS	853699	854076	+	hypoxia negative feedback regulator FixT	CCNA_00790	CC_0753	fixT	3.00444654177
CDS	854395	854685	+	hypothetical protein	CCNA_03939	NA		25.258165261
CDS	856299	857666	+	phosphatidylglycerol glycosyltransferase	CCNA_00793	CC_0756		8.44344355497
CDS	857776	858969	+	conserved membrane spanning protein	CCNA_00794	CC_0757		3.47489153796
CDS	861178	861285	+	hypothetical protein	CCNA_03940	NA		8.97328033809
CDS	864829	866391	+	cytochrome bd-type quinol oxidase, subunit 1 cydA	CCNA_00800	CC_0762	cydA	47.5566634732
CDS	866406	867557	+	cytochrome bd-type quinol oxidase, subunit 2 cydB	CCNA_00801	CC_0763	cydB	41.6705468669
CDS	867576	867695	+	cyd operon protein YbgT	CCNA_00802	NA	ybgT	34.3732719951
CDS	867854	868309	+	chemotaxis protein cheW	CCNA_00803	CC_0764		701.531942353
CDS	888079	891006	+	TonB-dependent receptor	CCNA_00827	NA		6.23590118373
CDS	891133	892647	+	tryptophan halogenase	CCNA_00828	CC_0787		16.3598004105
CDS	892954	894603	+	beta-galactosidase	CCNA_00830	CC_0788		3.16614039202
CDS	894504	897455	+	alpha-glucosidase	CCNA_00831	CC_0789		8.0256827841
CDS	898620	899219	+	NAD(P)H:quinone oxidoreductase	CCNA_00833	CC_0791		15.8137241058
CDS	899662	900483	+	flagellin FljM	CCNA_00834	CC_0792	fljM	1462.59475258
CDS	901034	901855	+	flagellin FljN	CCNA_00835	CC_0793	fljN	899.831300656
CDS	902191	903012	+	flagellin FljO	CCNA_00836	CC_0794	fljO	107.267952253
CDS	907095	909575	+	glucan 1,4-beta-glucosidase	CCNA_00839	CC_0797		23.2757343619
CDS	909868	911793	+	sialic acid-specific 9-O-acetylesterase	CCNA_00840	CC_0798		8.05551083623
CDS	920475	920636	+	hypothetical protein	CCNA_03943	NA		60.7378912885
CDS	920836	921303	+	leucine-responsive regulatory protein	CCNA_00847	CC_0805		67.0601712575
CDS	927638	928252	+	TetR family transcriptional regulator	CCNA_00852	CC_0809		67.7001172435
CDS	929146	930738	+	metallo-beta-lactamase protein	CCNA_00854	CC_0811		5.04366795275
CDS	935330	937543	+	TonB-dependent receptor	CCNA_00858	CC_0815		98.0016264974
CDS	946004	946492	+	hypothetical protein	CCNA_00867	CC_0824		96.9919394459
CDS	946747	947268	+	hypothetical protein	CCNA_03889	NA		164.512718061
CDS	952833	953744	+	biotin synthesis protein bioC	CCNA_00874	CC_0831	bioC	35.687606667
CDS	955220	956650	+	ATP-dependent RNA helicase	CCNA_00878	CC_0835		139.310177249
CDS	956807	959071	+	PAS-family sensor histidine kinase	CCNA_00879	CC_0836		41.290311773
CDS	964937	966184	+	aspartokinase	CCNA_00886	CC_0843		230.987281246
CDS	966367	966831	+	hypothetical protein	CCNA_00887	CC_0844		72.344901771
CDS	966956	967309	+	MCP-signal associated domain protein	CCNA_00888	CC_0845		63.5296841225
CDS	968889	969827	+	transporter, drug/metabolite exporter family	CCNA_00891	CC_0848		13.994232048
CDS	970314	972578	+	phosphoenolpyruvate-protein phosphotransferase	CCNA_00892	CC_0849		110.938715006
CDS	972738	973802	+	helix-turn-helix DNA-binding protein	CCNA_00893	CC_0850		100.116215767
CDS	973984	975135	+	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	CCNA_00894	CC_0851		204.901000814
CDS	975146	975541	+	hypothetical protein	CCNA_00895	CC_0852		121.66697463
CDS	976013	976177	+	hypothetical protein	CCNA_00897	CC_0854		60.3677434745
CDS	978293	980500	+	CHASE4-family GGDEF/EAL protein	CCNA_00900	CC_0857		23.9096468356
CDS	981935	982915	+	inositol ABC transporter, periplasmic inositol-binding protein IbpA	CCNA_00902	CC_0859	ibpA	283.180056927
CDS	982938	984485	+	inositol transport ATP-binding protein IatA	CCNA_00903	CC_0860	iatA	53.5794829839
CDS	984482	985480	+	inositol ABC transport system, permease protein IatP	CCNA_00904	CC_0861	iatP	80.6321994705
CDS	993947	994708	+	Molybdenum cofactor sulfurase related protein	CCNA_00915	CC_0872		78.9591261955
CDS	995336	996205	+	peptide release factor-glutamine N5-methyltransferase	CCNA_00918	CC_0875		130.304794227
CDS	996243	996467	+	hypothetical protein	CCNA_00919	NA		2545.2709679
CDS	996464	997576	+	hypothetical protein	CCNA_00920	CC_0876		415.378226066
CDS	997744	998499	+	zinc metalloprotease	CCNA_00921	CC_0877		97.5563821757
CDS	998598	1001177	+	ClpB protein	CCNA_00922	CC_0878	clpB	97.8187984554
CDS	1001397	1001729	+	hypothetical protein	CCNA_00923	CC_0879		112.426714398
CDS	1005247	1006242	+	Riboflavin-specific deaminase family protein	CCNA_00929	CC_0885		198.371659763
CDS	1006253	1006870	+	riboflavin synthase alpha chain	CCNA_00930	CC_0886		217.879196238
CDS	1006846	1008048	+	GTP cyclohydrolase II/3,4-dihydroxy-2-butanone-4-phosphate synthase	CCNA_00931	CC_0887		281.621144756
CDS	1008064	1008525	+	6,7-dimethyl-8-ribityllumazine synthase	CCNA_00932	CC_0888	ribH	261.406514602
CDS	1008616	1010022	+	M28 Zn-Peptidase	CCNA_00933	CC_0889		129.940608917
CDS	1010073	1010594	+	hypothetical protein	CCNA_00934	CC_0890		66.2262899091
CDS	1011810	1012649	+	hypothetical protein	CCNA_00936	CC_0892		7.048431587
CDS	1014509	1015012	+	MarR-family transcriptional regulator	CCNA_00939	CC_0895		69.0722259954
CDS	1015105	1017138	+	sensory box GGDEF/EAL protein	CCNA_00940	CC_0896		10.8706725246
CDS	1021867	1023069	+	flagellar hook length determination protein	CCNA_00944	NA		81.4216101551
CDS	1022922	1023653	+	chemotaxis protein MotD	CCNA_00945	CC_0900		50.789134471
CDS	1023665	1024348	+	Basal-body rod modification protein FlgD	CCNA_00946	CC_0901	flgD	162.811906871
CDS	1024495	1026270	+	flagellar hook protein FlgE	CCNA_00947	CC_0902	flgE	283.526290896
CDS	1026439	1026720	+	CtrA inhibitory protein SciP	CCNA_00948	CC_0903	sciP	4869.20857808
CDS	1026741	1026965	+	hypothetical protein	CCNA_00949	CC_0904		286.38672863
CDS	1026984	1028648	+	flagellar M-ring protein FliF	CCNA_00950	CC_0905	fliF	226.936078659
CDS	1028648	1029670	+	flagellar motor switch protein FliG	CCNA_00951	CC_0906	fliG	141.252195105
CDS	1029681	1030319	+	flagellar assembly protein FlbE/FliH	CCNA_00952	CC_0907	flbE	36.8868173616
CDS	1030335	1030667	+	flagellar motor switch protein FliN	CCNA_00953	CC_0908	fliN	163.165157986
CDS	1030701	1032068	+	AAA-family response regulator flbD	CCNA_00954	CC_0909	flbD	249.407013871
CDS	1032336	1034438	+	flagellar biosynthesis protein FlhA	CCNA_00956	CC_0910	flhA	78.6354093394
CDS	1034478	1035959	+	porin O precursor	CCNA_00957	CC_0911		166.858738234
CDS	1037402	1038040	+	TetR-family transcriptional regulator	CCNA_00959	NA		77.2665788831
CDS	1038075	1038479	+	hypothetical protein	CCNA_00961	NA		180.669521874
CDS	1040719	1041387	+	pyridoxamine 5'-phosphate oxidase	CCNA_00966	CC_0918		108.595302594
CDS	1042164	1043663	+	gluconate kinase	CCNA_00968	CC_0920		99.9944224436
CDS	1046120	1049140	+	long-chain-fatty-acid--CoA ligase	CCNA_00970	CC_0922		72.6174072763
CDS	1050224	1050370	+	hypothetical protein	CCNA_00972	NA		24.4750799426
CDS	1051388	1054555	+	OAR protein precursor	CCNA_00974	CC_0925		691.009184598
tRNA	1057201	1057274	+	tRNA-Gln	CCNA_R0022	CC_t08		549.014696767
CDS	1057369	1057779	+	transposase, IS4/5 family	CCNA_00977	CC_0928		109.076936095
CDS	1057794	1058162	+	transposase, DDE family	CCNA_00978	CC_0929		3.79175809409
CDS	1058314	1059390	+	RND family efflux transporter, MFP subunit	CCNA_00979	CC_0930		41.8729128702
CDS	1059395	1060600	+	ABC-type transport system involved in lipoprotein release, permease component LolE	CCNA_00980	CC_0931	lolE	18.4245217837
CDS	1060597	1061301	+	ABC-type transport system involved in lipoprotein release, ATPase component LolD	CCNA_00981	CC_0932	lolD	20.8471258153
CDS	1061622	1062050	+	ROS/MUCR transcriptional regulator	CCNA_00982	CC_0933		560.650398649
CDS	1066823	1067782	+	general stress protein 17O	CCNA_00986	CC_0937		18.8428371537
CDS	1067843	1068046	+	stress response protein CsbD	CCNA_00987	CC_0938		81.9026265859
CDS	1069657	1071558	+	acyl esterase protein	CCNA_00989	CC_0940		26.6974551037
CDS	1077242	1078576	+	cytochrome P450 CypX	CCNA_00995	CC_0946		44.9349615852
CDS	1078807	1079691	+	enoyl-CoA hydratase	CCNA_00996	CC_0947		17.9210856854
CDS	1079915	1081138	+	hypothetical protein	CCNA_00997	CC_0948		50.4474851508
CDS	1081367	1081786	+	ROS/MUCR transcriptional regulator	CCNA_00998	CC_0949		1062.84579795
CDS	1081984	1082481	+	PAS domain protein	CCNA_00999	NA		25.8089921532
CDS	1082537	1082725	+	hypothetical protein	CCNA_01000	NA		23.1382443004
CDS	1085196	1085639	+	flagellar basal-body rod protein FlgB	CCNA_01004	CC_0953	flgB	80.2752387408
CDS	1085652	1086071	+	flagellar basal-body rod protein flgC	CCNA_01005	CC_0954	flgC	102.189639336
CDS	1086082	1086393	+	flagellar hook-basal body complex protein FliE	CCNA_01006	CC_0955	fliE	86.7776605773
CDS	1092339	1093718	+	N-formimino-L-glutamate deiminase	CCNA_01012	CC_0961		91.8880975361
CDS	1093715	1094422	+	histidine utilization repressor	CCNA_01013	CC_0962		63.9659908677
CDS	1095313	1096998	+	multicopper oxidase PcoA	CCNA_01015	CC_0964		84.4400449004
CDS	1096995	1097903	+	copper resistance protein B	CCNA_01016	CC_0965		59.4568666759
CDS	1098179	1099771	+	acyl-CoA synthetase	CCNA_01017	CC_0966		17.2298389204
CDS	1105026	1108139	+	TonB-dependent receptor	CCNA_01021	CC_0970		8.54374289416
CDS	1108366	1109898	+	tryptophan halogenase superfamily protein	CCNA_01022	CC_0971		6.27624766896
CDS	1109908	1111458	+	tryptophan halogenase superfamily protein	CCNA_01023	CC_0972		8.03494771086
CDS	1114031	1115644	+	M17 family aminopeptidase	CCNA_01028	CC_0977		44.2770089508
CDS	1119701	1121353	+	transporter, major facilitator superfamily	CCNA_01031	CC_0980		12.8907441953
CDS	1121440	1122033	+	RNA polymerase ECF-type sigma factor	CCNA_01032	CC_0981		252.485675513
CDS	1121997	1122992	+	FecR family protein	CCNA_01033	CC_0982		170.221371197
CDS	1123256	1126540	+	TonB-dependent outer membrane receptor	CCNA_01034	CC_0983		432.935577375
CDS	1126541	1128433	+	gamma-glutamyltranspeptidase	CCNA_01035	CC_0984		448.167357926
CDS	1133616	1134932	+	putative hexuronate transporter, major facilitator superfamily	CCNA_01039	CC_0988		3.41250376411
CDS	1134929	1136569	+	beta-xylosidase/alpha-L-arabinofuranosidase	CCNA_01040	CC_0989		6.31902666588
CDS	1140124	1140756	+	AcrR-family transcriptional regulator	CCNA_01044	CC_0992		57.1679822772
tRNA	1141901	1141990	+	tRNA-Ser	CCNA_R0024	CC_t10		12417.5169635
CDS	1142237	1144948	+	TonB-dependent receptor	CCNA_01047	CC_0995		9.60694381551
CDS	1145106	1145369	+	hypothetical protein	CCNA_01048	CC_0996		5.95372051978
CDS	1145454	1145606	+	hypothetical protein	CCNA_03945	NA		173.454828535
CDS	1145672	1146154	+	hypothetical protein	CCNA_01049	CC_0997		144.426619081
CDS	1146283	1147911	+	ABC transporter ATP-binding protein	CCNA_01050	CC_0998		142.377700569
CDS	1148357	1151464	+	TonB-dependent receptor	CCNA_01051	CC_0999		4.88474286938
