Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
5847641	5847642	CCNA_00420	CCNA_00421			TRUE	0.759	-3.000	0.018	NA		NA
5847642	5847643	CCNA_00421	CCNA_00422			FALSE	0.436	50.000	0.055	1.000	N	NA
5847644	5847645	CCNA_00423	CCNA_00424			FALSE	0.012	247.000	0.000	1.000	N	NA
5847647	5847648	CCNA_00426	CCNA_00427			FALSE	0.061	69.000	0.000	NA		NA
5847648	5847649	CCNA_00427	CCNA_00428			TRUE	0.966	0.000	0.400	NA		NA
5847649	5847650	CCNA_00428	CCNA_00429			FALSE	0.068	55.000	0.000	NA		NA
5847654	5847655	CCNA_00433	CCNA_00434			TRUE	0.686	63.000	0.500	NA		NA
5847655	5847656	CCNA_00434	CCNA_00435			FALSE	0.459	102.000	0.095	NA		NA
5847656	5847657	CCNA_00435	CCNA_00436			TRUE	0.538	110.000	0.095	1.000	N	NA
5847657	5847658	CCNA_00436	CCNA_00437			FALSE	0.029	199.000	0.000	1.000	N	NA
5847660	5847661	CCNA_00439	CCNA_00440			TRUE	0.890	-15.000	0.000	NA	Y	NA
5847661	5847662	CCNA_00440	CCNA_00441		cheYI	TRUE	0.987	-3.000	0.200	NA	Y	NA
5847662	5847663	CCNA_00441	CCNA_00442	cheYI	cheAI	TRUE	0.920	70.000	0.711	1.000	Y	NA
5847663	5847664	CCNA_00442	CCNA_00443	cheAI		TRUE	0.988	4.000	0.156	0.012	Y	NA
5847664	5847665	CCNA_00443	CCNA_00444			TRUE	0.985	0.000	0.109	1.000	Y	NA
5847665	5847666	CCNA_00444	CCNA_00445			TRUE	0.992	0.000	0.439	1.000	Y	NA
5847666	5847667	CCNA_00445	CCNA_00446			TRUE	0.990	4.000	0.258	0.028	Y	NA
5847667	5847668	CCNA_00446	CCNA_00447		cheD	TRUE	0.991	-3.000	0.320	1.000	Y	NA
5847668	5847669	CCNA_00447	CCNA_00448	cheD	cheU	TRUE	0.852	4.000	0.060	NA		NA
5847669	5847670	CCNA_00448	CCNA_00449	cheU	cheYIII	TRUE	0.970	8.000	1.000	NA		NA
5847670	5847671	CCNA_00449	CCNA_00450	cheYIII	cheE	TRUE	0.981	-3.000	1.000	NA		NA
5847671	5847672	CCNA_00450	CCNA_00451	cheE		FALSE	0.003	270.000	0.000	NA		NA
5847673	5847674	CCNA_00452	CCNA_00453			TRUE	0.728	0.000	0.000	1.000	N	NA
5847674	5847675	CCNA_00453	CCNA_00454			FALSE	0.295	29.000	0.000	1.000	N	NA
5847676	5847677	CCNA_00455	CCNA_R0006	nagA		FALSE	0.067	93.000	0.000	NA		NA
5847677	5847678	CCNA_R0006	CCNA_00456			FALSE	0.244	-24.000	0.000	NA		NA
5847678	5847679	CCNA_00456	CCNA_00457			TRUE	0.958	14.000	0.100	1.000	Y	NA
5847679	5847680	CCNA_00457	CCNA_00458			TRUE	0.993	-3.000	0.258	0.002	Y	NA
5847680	5847681	CCNA_00458	CCNA_00459		nhaA	FALSE	0.281	127.000	0.000	0.048	N	NA
5847681	5847682	CCNA_00459	CCNA_00460	nhaA		FALSE	0.001	462.000	0.000	NA		NA
5847682	5847683	CCNA_00460	CCNA_00461			FALSE	0.001	854.000	0.000	NA		NA
5847683	10784558	CCNA_00461	CCNA_04006			FALSE	0.151	27.000	0.000	NA		NA
5847685	5847686	CCNA_00464	CCNA_00465			FALSE	0.005	243.000	0.000	NA		NA
5847686	5847687	CCNA_00465	CCNA_00466			FALSE	0.457	158.000	0.000	1.000	Y	NA
5847687	5847688	CCNA_00466	CCNA_00467			TRUE	0.564	4.000	0.000	1.000		NA
5847689	5847690	CCNA_00468	CCNA_00469			FALSE	0.002	298.000	0.000	NA		NA
5847691	5847692	CCNA_00470	CCNA_00471			FALSE	0.151	27.000	0.000	NA		NA
5847692	5847693	CCNA_00471	CCNA_00472			TRUE	0.942	-34.000	0.050	0.009	Y	NA
5847693	5847694	CCNA_00472	CCNA_00473			FALSE	0.077	105.000	0.000	NA		NA
5847694	5847695	CCNA_00473	CCNA_00474		trwC	TRUE	0.504	0.000	0.000	NA		NA
5847695	5847696	CCNA_00474	CCNA_00475	trwC	trwB	TRUE	0.820	-66.000	0.214	NA	N	NA
5847696	5847697	CCNA_00475	CCNA_00476	trwB		FALSE	0.495	-3.000	0.000	NA		NA
5847697	5847698	CCNA_00476	CCNA_00477			FALSE	0.001	381.000	0.000	NA		NA
5847698	5847699	CCNA_00477	CCNA_00478			FALSE	0.071	122.000	0.000	NA		NA
5847702	5847703	CCNA_00481	CCNA_00482			TRUE	0.894	-13.000	0.261	NA		NA
5847704	5847705	CCNA_R0007	CCNA_00483			FALSE	0.010	205.000	0.000	NA		NA
5847705	5847706	CCNA_00483	CCNA_00484			TRUE	0.722	90.000	0.600	NA		NA
5847706	5847707	CCNA_00484	CCNA_00485			FALSE	0.084	57.000	0.003	NA		NA
5847708	5847709	CCNA_00486	CCNA_00487			FALSE	0.349	187.000	0.035	1.000	Y	NA
5847710	5847711	CCNA_00488	CCNA_00489			TRUE	0.909	-13.000	0.003	1.000	Y	NA
5847714	5847715	CCNA_00492	CCNA_00493			TRUE	0.558	3.000	0.004	NA		NA
5847715	5847716	CCNA_00493	CCNA_00494			TRUE	0.539	7.000	0.006	NA		NA
5847716	5847717	CCNA_00494	CCNA_00495			FALSE	0.284	53.000	0.041	NA		NA
5847717	5847718	CCNA_00495	CCNA_00496			TRUE	0.777	-3.000	0.021	NA		NA
5847718	5847719	CCNA_00496	CCNA_00497			TRUE	0.734	0.000	0.014	NA		NA
5847720	5847721	CCNA_00498	CCNA_00499			FALSE	0.060	76.000	0.000	NA		NA
5847721	5847722	CCNA_00499	CCNA_00500			TRUE	0.886	-3.000	0.067	NA		NA
5847722	5847723	CCNA_00500	CCNA_00501			TRUE	0.955	-3.000	0.200	1.000	N	NA
5847724	5847725	CCNA_00502	CCNA_00503			TRUE	0.531	57.000	0.184	NA		NA
5847727	5847728	CCNA_00505	CCNA_00506			TRUE	0.979	6.000	0.058	0.001	Y	NA
5847728	5847729	CCNA_00506	CCNA_00507			TRUE	0.994	6.000	0.630	0.001	Y	NA
5847730	5847731	CCNA_00508	CCNA_00509			FALSE	0.061	66.000	0.000	NA		NA
5847731	5847732	CCNA_00509	CCNA_00510			TRUE	0.651	-3.000	0.000	NA	N	NA
5847732	5847733	CCNA_00510	CCNA_00511			TRUE	0.996	0.000	0.600	0.002	Y	NA
5847733	5847734	CCNA_00511	CCNA_00512			FALSE	0.187	50.000	0.002	1.000	N	NA
5847734	5847735	CCNA_00512	CCNA_00513			FALSE	0.069	125.000	0.000	NA		NA
5847736	5847737	CCNA_00514	CCNA_00515			FALSE	0.001	416.000	0.000	NA		NA
5847738	5847739	CCNA_00516	CCNA_00517			TRUE	0.628	3.000	0.003	1.000		NA
5847739	5847740	CCNA_00517	CCNA_00518			TRUE	0.927	88.000	0.496	0.024	Y	NA
5847740	5847741	CCNA_00518	CCNA_00519			FALSE	0.050	158.000	0.004	NA		NA
5847741	5847742	CCNA_00519	CCNA_00520			FALSE	0.019	231.000	0.018	NA		NA
5847742	5847743	CCNA_00520	CCNA_00521			FALSE	0.083	141.000	0.000	1.000		NA
5847743	5847744	CCNA_00521	CCNA_00522			TRUE	0.925	-19.000	0.533	NA		NA
5847744	5847745	CCNA_00522	CCNA_00523			FALSE	0.079	48.000	0.000	NA		NA
5847745	5847746	CCNA_00523	CCNA_00524			TRUE	0.918	-3.000	0.107	NA		NA
5847746	5847747	CCNA_00524	CCNA_00525			TRUE	0.863	-13.000	0.170	NA		NA
5847748	5847749	CCNA_00526	CCNA_00527			FALSE	0.378	131.000	0.080	NA		NA
5847749	5847750	CCNA_00527	CCNA_00528			FALSE	0.268	181.000	0.308	NA		NA
5847750	5847751	CCNA_00528	CCNA_00529			FALSE	0.362	69.000	0.062	1.000		NA
5847751	5847752	CCNA_00529	CCNA_00530			FALSE	0.002	350.000	0.000	1.000		NA
5847752	5847753	CCNA_00530	CCNA_00531			TRUE	0.961	46.000	0.884	0.015	Y	NA
5847753	5847754	CCNA_00531	CCNA_00532			FALSE	0.001	424.000	0.000	NA		NA
5847756	5847757	CCNA_00534	CCNA_00535			FALSE	0.091	43.000	0.000	NA		NA
5847757	5847758	CCNA_00535	CCNA_00536			FALSE	0.002	294.000	0.000	NA		NA
5847758	5847759	CCNA_00536	CCNA_00537			TRUE	0.868	114.000	0.851	0.001		NA
5847759	5847760	CCNA_00537	CCNA_00538			FALSE	0.019	219.000	0.000	1.000	N	NA
5847761	5847762	CCNA_00539	CCNA_00540			FALSE	0.020	195.000	0.000	1.000		NA
5847764	5847765	CCNA_00542	CCNA_00543			FALSE	0.246	49.000	0.026	NA		NA
5847766	5847767	CCNA_00544	CCNA_00545			TRUE	0.723	71.000	0.044	1.000	Y	NA
5847767	5847768	CCNA_00545	CCNA_00546			FALSE	0.361	124.000	0.062	NA		NA
5847768	5847769	CCNA_00546	CCNA_00547			FALSE	0.017	178.000	0.000	NA		NA
5847769	5847770	CCNA_00547	CCNA_00548			FALSE	0.244	25.000	0.000	1.000		NA
5847770	5847771	CCNA_00548	CCNA_00549			TRUE	0.887	-6.000	0.077	0.053		NA
5847771	5847772	CCNA_00549	CCNA_00550			FALSE	0.349	-84.000	0.000	1.000	N	NA
5847773	5847774	CCNA_00551	CCNA_00552			FALSE	0.004	256.000	0.000	NA		NA
5847774	5847775	CCNA_00552	CCNA_00553			TRUE	0.891	-3.000	0.071	NA		NA
5847776	5847777	CCNA_00554	CCNA_00555			FALSE	0.268	73.000	0.036	1.000		NA
5847777	5847778	CCNA_00555	CCNA_00556			TRUE	0.679	85.000	0.333	1.000	N	NA
5847779	5847780	CCNA_00557	CCNA_00558			TRUE	0.724	-3.000	0.014	NA		NA
5847780	5847781	CCNA_00558	CCNA_00559			TRUE	0.709	128.000	0.509	NA		NA
5847782	5847783	CCNA_00560	CCNA_00561	sixA		TRUE	0.795	-3.000	0.026	NA		NA
5847783	5847784	CCNA_00561	CCNA_00562			TRUE	0.920	-3.000	0.108	NA		NA
5847784	5847785	CCNA_00562	CCNA_00563			TRUE	0.616	-3.000	0.005	NA		NA
5847785	5847786	CCNA_00563	CCNA_00564		cenK	TRUE	0.843	10.000	0.082	NA		NA
5847789	5847790	CCNA_00566	CCNA_00567	rspA		FALSE	0.302	123.000	0.000	0.028	N	NA
5847790	5847791	CCNA_00567	CCNA_00568			TRUE	0.985	-28.000	1.000	1.000	Y	NA
5847791	5847792	CCNA_00568	CCNA_00569			TRUE	0.985	0.000	1.000	1.000	N	NA
5847792	5847793	CCNA_00569	CCNA_00570			TRUE	0.881	38.000	1.000	1.000	N	NA
5847794	5847795	CCNA_00571	CCNA_00572			TRUE	0.993	-3.000	0.258	0.002	Y	NA
5847795	5847796	CCNA_00572	CCNA_00573			FALSE	0.008	247.000	0.000	1.000		NA
5847796	5847797	CCNA_00573	CCNA_00574			FALSE	0.489	140.000	0.167	1.000		NA
5847797	5847798	CCNA_00574	CCNA_00575			TRUE	0.960	-3.000	0.333	NA		NA
5847798	5847799	CCNA_00575	CCNA_00576		oppA	TRUE	0.843	9.000	0.077	NA		NA
5847802	5847803	CCNA_00579	CCNA_00580			FALSE	0.377	9.000	0.000	NA		NA
5847807	5847808	CCNA_00584	CCNA_00585			FALSE	0.065	88.000	0.000	NA		NA
5847810	5847811	CCNA_00587	CCNA_00588			FALSE	0.020	174.000	0.000	NA		NA
5847812	5847813	CCNA_00589	CCNA_00590			FALSE	0.079	48.000	0.000	NA		NA
5847813	5847814	CCNA_00590	CCNA_00591			TRUE	0.955	4.000	0.333	1.000		NA
5847814	5847815	CCNA_00591	CCNA_00592			TRUE	0.902	13.000	0.267	NA		NA
5847815	5847816	CCNA_00592	CCNA_00593			FALSE	0.062	63.000	0.000	NA		NA
5847816	5847817	CCNA_00593	CCNA_00594			TRUE	0.967	5.000	0.667	NA		NA
5847817	5847818	CCNA_00594	CCNA_00595			FALSE	0.001	557.000	0.000	NA		NA
5847818	5847819	CCNA_00595	CCNA_00596			FALSE	0.321	-42.000	0.000	NA	N	NA
5847821	5847822	CCNA_00598	CCNA_00599			FALSE	0.073	51.000	0.000	NA		NA
5847823	5847824	CCNA_00600	CCNA_00601			TRUE	0.818	-13.000	0.101	NA		NA
5847824	5847825	CCNA_00601	CCNA_00602			TRUE	0.975	-3.000	0.648	NA		NA
5847825	5847826	CCNA_00602	CCNA_00603			TRUE	0.946	-3.000	0.216	NA		NA
5847826	5847827	CCNA_00603	CCNA_00604			TRUE	0.935	-22.000	0.708	NA		NA
5847828	5847829	CCNA_00605	CCNA_00606			FALSE	0.066	90.000	0.000	NA		NA
5847830	5847831	CCNA_00607	CCNA_00608			FALSE	0.147	132.000	0.000	1.000	N	NA
5847831	5847832	CCNA_00608	CCNA_00609			FALSE	0.152	84.000	0.000	1.000	N	NA
5847832	5847833	CCNA_00609	CCNA_00610			TRUE	0.536	13.000	0.000	1.000	N	NA
5847833	5847834	CCNA_00610	CCNA_00611			FALSE	0.007	288.000	0.000	1.000	N	NA
5847835	5847836	CCNA_00612	CCNA_00613			TRUE	0.720	-3.000	0.000	1.000	N	NA
5847836	5847837	CCNA_00613	CCNA_00614			FALSE	0.156	-123.000	0.000	NA		NA
5847837	5847838	CCNA_00614	CCNA_00615			TRUE	0.936	17.000	0.833	NA		NA
5847838	5847839	CCNA_00615	CCNA_00616			FALSE	0.004	294.000	0.000	1.000		NA
5847840	5847841	CCNA_00617	CCNA_00618			TRUE	0.518	-13.000	0.000	1.000	N	NA
5847841	5847842	CCNA_00618	CCNA_00619			TRUE	0.720	-3.000	0.000	1.000	N	NA
5847842	5847843	CCNA_00619	CCNA_00620			TRUE	0.953	10.000	0.000	0.001	Y	NA
5847845	5847846	CCNA_00622	CCNA_00623			FALSE	0.055	138.000	0.000	NA		NA
5847849	5847850	CCNA_00626	CCNA_00627			FALSE	0.062	79.000	0.000	NA		NA
5847850	5847851	CCNA_00627	CCNA_00628		cheY	FALSE	0.405	6.000	0.000	NA		NA
5847852	5847853	CCNA_00629	CCNA_00630		cheAII	TRUE	0.799	37.000	0.000	0.012	Y	NA
5847853	5847854	CCNA_00630	CCNA_00631	cheAII	cheW	TRUE	0.976	-3.000	0.014	0.012	Y	NA
5847854	5847855	CCNA_00631	CCNA_00632	cheW		TRUE	0.957	-3.000	0.000	1.000	Y	NA
5847855	5847856	CCNA_00632	CCNA_00633		cheBII	TRUE	0.970	-3.000	0.000	0.027	Y	NA
5847856	5847857	CCNA_00633	CCNA_00634	cheBII		TRUE	0.975	-3.000	0.042	1.000	Y	NA
5847857	5847858	CCNA_00634	CCNA_00635			FALSE	0.001	537.000	0.000	NA		NA
5847858	5847859	CCNA_00635	CCNA_00636			FALSE	0.405	6.000	0.000	NA		NA
5847860	5847861	CCNA_00637	CCNA_00638			FALSE	0.218	-33.000	0.000	NA		NA
5847861	5847862	CCNA_00638	CCNA_00639			TRUE	0.617	-3.000	0.000	1.000		NA
5847862	5847863	CCNA_00639	CCNA_00640			FALSE	0.047	146.000	0.000	NA		NA
5847863	5847864	CCNA_00640	CCNA_00641			FALSE	0.010	204.000	0.000	NA		NA
5847864	5847865	CCNA_00641	CCNA_00642			FALSE	0.232	-30.000	0.000	NA		NA
5847866	5847867	CCNA_00643	CCNA_00644			FALSE	0.001	490.000	0.000	NA		NA
5847867	5847868	CCNA_00644	CCNA_00645		nrtA	TRUE	0.772	13.000	0.064	NA		NA
5847868	5847869	CCNA_00645	CCNA_00646	nrtA	nrtB	TRUE	0.989	12.000	0.915	NA	Y	NA
5847869	5847870	CCNA_00646	CCNA_00647	nrtB	nrtD	TRUE	0.986	13.000	0.323	0.001	Y	NA
5847870	5847871	CCNA_00647	CCNA_00648	nrtD	nasT	TRUE	0.777	5.000	0.015	1.000	N	NA
5847871	5847872	CCNA_00648	CCNA_00649	nasT		TRUE	0.773	44.000	0.466	NA	N	NA
5847872	5847873	CCNA_00649	CCNA_00650			TRUE	0.938	13.000	0.036	NA	Y	NA
5847873	5847874	CCNA_00650	CCNA_00651			TRUE	0.624	29.000	0.074	NA	N	NA
5847874	5847875	CCNA_00651	CCNA_00652		nasE	TRUE	0.984	-3.000	0.539	0.001	N	NA
5847875	5847876	CCNA_00652	CCNA_00653	nasE	nasC	TRUE	0.964	1.000	0.294	1.000	N	NA
5847876	5847877	CCNA_00653	CCNA_00654	nasC		TRUE	0.718	-10.000	0.022	1.000	N	NA
5847877	5847878	CCNA_00654	CCNA_R0009			FALSE	0.016	179.000	0.000	NA		NA
5847880	5847881	CCNA_00656	CCNA_00657			TRUE	0.978	-3.000	0.025	0.052	Y	NA
5847881	5847882	CCNA_00657	CCNA_00658			TRUE	0.800	-3.000	0.000	0.052		NA
5847882	5847883	CCNA_00658	CCNA_00659			TRUE	0.681	11.000	0.000	0.052		NA
5847884	5847885	CCNA_00660	CCNA_00661			TRUE	0.800	-3.000	0.000	0.052		NA
5847885	5847886	CCNA_00661	CCNA_00662			FALSE	0.272	-16.000	0.000	NA		NA
5847886	5847887	CCNA_00662	CCNA_00663			FALSE	0.232	17.000	0.000	NA		NA
5847887	5847888	CCNA_00663	CCNA_R0010			FALSE	0.001	422.000	0.000	NA		NA
5847889	5847890	CCNA_00664	CCNA_00665			FALSE	0.357	168.000	0.182	1.000	N	NA
5847890	5847891	CCNA_00665	CCNA_00666			TRUE	0.995	-3.000	0.750	1.000	Y	NA
5847892	5847893	CCNA_00667	CCNA_00668			TRUE	0.977	11.000	0.222	NA	Y	NA
5847893	5847894	CCNA_00668	CCNA_00669			TRUE	0.929	-3.000	0.105	NA	N	NA
5847894	5847895	CCNA_00669	CCNA_00670			TRUE	0.953	-3.000	0.000	NA	Y	NA
5847895	5847896	CCNA_00670	CCNA_00671		tagG	TRUE	0.984	10.000	0.375	NA	Y	NA
5847896	5847897	CCNA_00671	CCNA_00672	tagG		FALSE	0.060	134.000	0.000	NA		NA
5847899	5847900	CCNA_00674	CCNA_00675			FALSE	0.396	-34.000	0.011	NA		NA
5847900	5847901	CCNA_00675	CCNA_00676			TRUE	0.949	0.000	0.222	NA		NA
5847901	5847902	CCNA_00676	CCNA_00677			FALSE	0.052	148.000	0.002	NA		NA
5847902	5847903	CCNA_00677	CCNA_00678			TRUE	0.995	5.000	0.838	0.020	Y	NA
5847904	5847905	CCNA_R0011	CCNA_00679			FALSE	0.279	14.000	0.000	NA		NA
5847906	5847907	CCNA_00680	CCNA_00681			TRUE	0.943	-3.000	0.160	1.000		NA
5847909	5847910	CCNA_00683	CCNA_00684			FALSE	0.306	13.000	0.000	NA		NA
5847910	5847911	CCNA_00684	CCNA_00685			TRUE	0.982	-3.000	0.898	NA	N	NA
5847913	5847914	CCNA_00687	CCNA_00688			FALSE	0.262	-19.000	0.000	NA		NA
5847916	5847917	CCNA_00690	CCNA_00691			FALSE	0.006	299.000	0.000	1.000	N	NA
5847919	5847920	CCNA_00693	CCNA_00694			TRUE	0.984	-3.000	0.116	1.000	Y	NA
5847920	5847921	CCNA_00694	CCNA_00695			FALSE	0.036	172.000	0.000	1.000		NA
5847923	5847924	CCNA_00697	CCNA_00698			FALSE	0.181	22.000	0.000	NA		NA
5847925	5847926	CCNA_00699	CCNA_R0012			FALSE	0.003	283.000	0.000	NA		NA
5847930	5847931	CCNA_00703	CCNA_00704			FALSE	0.091	43.000	0.000	NA		NA
5847932	5847933	CCNA_00705	CCNA_00706			FALSE	0.044	149.000	0.000	NA		NA
5847933	5847934	CCNA_00706	CCNA_00707			FALSE	0.073	100.000	0.000	NA		NA
5847934	5847935	CCNA_00707	CCNA_00708			TRUE	0.953	-3.000	0.260	NA		NA
5847946	5847947	CCNA_00719	CCNA_00720	hylD		FALSE	0.298	-39.000	0.000	1.000		NA
5847948	5847949	CCNA_00721	CCNA_00722			TRUE	0.782	58.000	0.043	0.090	Y	NA
5847950	5847951	CCNA_00723	CCNA_00724			FALSE	0.207	19.000	0.000	NA		NA
5847952	5847953	CCNA_00725	CCNA_00726			FALSE	0.476	51.000	0.071	1.000	N	NA
5847954	5847955	CCNA_00727	CCNA_00728			FALSE	0.480	73.000	0.154	NA		NA
5847955	5847956	CCNA_00728	CCNA_00729			TRUE	0.896	23.000	0.667	NA		NA
5847956	5847957	CCNA_00729	CCNA_00730		skgA	TRUE	0.641	76.000	0.400	NA		NA
5847959	5847960	CCNA_00732	CCNA_00733			TRUE	0.733	60.000	0.667	NA		NA
5847960	5847961	CCNA_00733	CCNA_00734			FALSE	0.069	54.000	0.000	NA		NA
5847962	5847963	CCNA_00735	CCNA_00736			TRUE	0.749	113.000	0.588	NA		NA
5847963	5847964	CCNA_00736	CCNA_00737			FALSE	0.069	210.000	0.045	1.000	N	NA
5847964	5847965	CCNA_00737	CCNA_00738			FALSE	0.005	314.000	0.000	1.000	N	NA
5847965	5847966	CCNA_00738	CCNA_00739			FALSE	0.050	143.000	0.000	NA		NA
5847966	5847967	CCNA_00739	CCNA_00740			FALSE	0.065	129.000	0.000	NA		NA
5847967	5847968	CCNA_00740	CCNA_00741			TRUE	0.894	0.000	0.044	1.000	N	NA
5847968	5847969	CCNA_00741	CCNA_00742			TRUE	0.857	25.000	0.216	0.080	N	NA
5847970	5847971	CCNA_00743	CCNA_00744			FALSE	0.006	236.000	0.000	NA		NA
5847972	5847973	CCNA_00745	CCNA_00746			TRUE	0.775	-3.000	0.021	NA		NA
5847973	5847974	CCNA_00746	CCNA_00747		tipF	FALSE	0.130	99.000	0.000	NA	N	NA
5847975	5847976	CCNA_00748	CCNA_00749			TRUE	0.983	5.000	0.178	1.000	Y	NA
5847977	5847978	CCNA_00750	CCNA_00751			FALSE	0.064	59.000	0.000	NA		NA
5847978	5847979	CCNA_00751	CCNA_00752			FALSE	0.060	76.000	0.000	NA		NA
5847979	5847980	CCNA_00752	CCNA_00753			FALSE	0.180	138.000	0.007	1.000	N	NA
5847980	5847981	CCNA_00753	CCNA_00754			FALSE	0.073	119.000	0.000	NA		NA
5847981	5847982	CCNA_00754	CCNA_00755		terB	FALSE	0.190	124.000	0.018	NA		NA
5847982	5847983	CCNA_00755	CCNA_00756	terB		TRUE	0.928	-42.000	1.000	NA		NA
5847983	5847984	CCNA_00756	CCNA_00757			FALSE	0.058	136.000	0.000	NA		NA
5847986	5847987	CCNA_00759	CCNA_00760			FALSE	0.142	135.000	0.000	1.000	N	NA
5847987	5847988	CCNA_00760	CCNA_00761			FALSE	0.049	145.000	0.000	NA		NA
5847988	5847989	CCNA_00761	CCNA_00762			FALSE	0.495	-3.000	0.000	NA		NA
5847989	5847990	CCNA_00762	CCNA_00763			FALSE	0.420	5.000	0.000	NA		NA
5847990	5847991	CCNA_00763	CCNA_00764			TRUE	0.994	0.000	0.417	0.012	Y	NA
5847993	5847994	CCNA_00766	CCNA_00767			TRUE	0.631	38.000	0.156	NA		NA
5847995	5847996	CCNA_00768	CCNA_00769			TRUE	0.966	-3.000	0.429	NA		NA
5847996	5847997	CCNA_00769	CCNA_00770			TRUE	0.934	84.000	0.571	0.012	Y	NA
5847997	5847998	CCNA_00770	CCNA_00771			FALSE	0.170	24.000	0.000	NA		NA
5847998	5847999	CCNA_00771	CCNA_R0013			FALSE	0.001	357.000	0.000	NA		NA
5848001	5848002	CCNA_00773	CCNA_00774			FALSE	0.009	381.000	0.045	NA	N	NA
5848003	5848004	CCNA_00775	CCNA_00776			FALSE	0.105	93.000	0.000	1.000		NA
5848004	5848005	CCNA_00776	CCNA_00777			FALSE	0.119	114.000	0.000	1.000		NA
5848005	5848006	CCNA_00777	CCNA_00778			TRUE	0.625	55.000	0.000	1.000	Y	NA
5848007	5848008	CCNA_R0014	CCNA_00779			FALSE	0.060	74.000	0.000	NA		NA
5848010	5848011	CCNA_00781	CCNA_R0015	cpdR		FALSE	0.077	110.000	0.000	NA		NA
10784561	5848018	CCNA_04003	CCNA_00787		motA	FALSE	0.332	112.000	0.047	NA		NA
5848022	5848023	CCNA_00791	CCNA_00792			FALSE	0.495	-3.000	0.000	NA		NA
5848024	5848025	CCNA_00793	CCNA_00794			FALSE	0.121	110.000	0.000	1.000		NA
5848026	5848027	CCNA_00795	CCNA_00796	fixJ	fixL	TRUE	0.987	-7.000	0.375	0.031	Y	NA
5848027	5848028	CCNA_00796	CCNA_00797	fixL		FALSE	0.420	5.000	0.000	NA		NA
5848028	5848029	CCNA_00797	CCNA_00798		cydC	FALSE	0.495	-3.000	0.000	NA		NA
5848029	5848030	CCNA_00798	CCNA_00799	cydC	cydD	TRUE	0.832	173.000	0.631	0.004	Y	NA
5848031	5848032	CCNA_00800	CCNA_00801	cydA	cydB	TRUE	0.989	15.000	0.953	0.052	Y	NA
5848032	5848033	CCNA_00801	CCNA_00802	cydB		TRUE	0.842	19.000	0.256	NA		NA
5848033	5848034	CCNA_00802	CCNA_00803			FALSE	0.458	96.000	0.105	NA		NA
5848035	5848036	CCNA_00804	CCNA_00805		engB	FALSE	0.006	230.000	0.000	NA		NA
5848036	5848037	CCNA_00805	CCNA_00806	engB	yidC	TRUE	0.941	0.000	0.082	0.046		NA
5848037	5848038	CCNA_00806	CCNA_00807	yidC		TRUE	0.904	8.000	0.105	1.000	N	NA
5848038	5848039	CCNA_00807	CCNA_00808			TRUE	0.785	94.000	0.787	1.000		NA
5848039	5848040	CCNA_00808	CCNA_00809			FALSE	0.005	280.000	0.000	1.000		NA
5848040	5848041	CCNA_00809	CCNA_00810			FALSE	0.321	159.000	0.089	1.000	N	NA
5848041	5848042	CCNA_00810	CCNA_00811			TRUE	0.853	32.000	0.500	1.000	N	NA
5848042	5848043	CCNA_00811	CCNA_00812			FALSE	0.063	60.000	0.000	NA		NA
5848043	5848044	CCNA_00812	CCNA_00813			TRUE	0.686	6.000	0.018	NA		NA
5848044	5848045	CCNA_00813	CCNA_00814			FALSE	0.026	226.000	0.027	NA		NA
5848045	5848046	CCNA_00814	CCNA_00815			FALSE	0.121	193.000	0.100	NA		NA
5848046	5848047	CCNA_00815	CCNA_00816			FALSE	0.495	-3.000	0.000	NA		NA
5848047	5848048	CCNA_00816	CCNA_00817			FALSE	0.088	44.000	0.000	NA		NA
5848048	5848049	CCNA_00817	CCNA_00818			FALSE	0.082	161.000	0.000	1.000	N	NA
5848049	5848050	CCNA_00818	CCNA_00819			FALSE	0.163	-93.000	0.000	NA		NA
5848050	5848051	CCNA_00819	CCNA_00820			FALSE	0.094	42.000	0.000	NA		NA
5848051	5848052	CCNA_00820	CCNA_00821			FALSE	0.500	45.000	0.100	NA		NA
5848052	5848053	CCNA_00821	CCNA_00822			TRUE	0.677	72.000	0.500	NA		NA
5848053	5848054	CCNA_00822	CCNA_00823			TRUE	0.696	88.000	0.500	NA		NA
5848054	5848055	CCNA_00823	CCNA_00824			TRUE	0.804	34.000	0.000	0.044	Y	NA
5848055	5848056	CCNA_00824	CCNA_00825			FALSE	0.075	163.000	0.000	1.000	N	NA
5848056	5848057	CCNA_00825	CCNA_00826			TRUE	0.993	-3.000	0.500	1.000	Y	NA
5848058	5848059	CCNA_00827	CCNA_00828			TRUE	0.747	127.000	0.667	NA		NA
5848061	5848062	CCNA_00830	CCNA_00831			TRUE	0.960	-99.000	0.250	0.017	Y	NA
5848064	5848065	CCNA_00833	CCNA_00834			FALSE	0.002	443.000	0.000	1.000		NA
5848065	5848066	CCNA_00834	CCNA_R0017			FALSE	0.063	131.000	0.000	NA		NA
5848066	5848067	CCNA_R0017	CCNA_00835			FALSE	0.002	330.000	0.000	NA		NA
5848067	5848068	CCNA_00835	CCNA_00836			FALSE	0.054	336.000	0.000	0.003	Y	NA
5848069	5848070	CCNA_00837	CCNA_00838			FALSE	0.053	161.000	0.000	1.000		NA
